,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,ActorNation
190,23-02-23,Poland,Public administration,Campaign: DDoS attacks against five Polish government websites,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
191,23-02-23,Poland,Administrative / Support,Campaign: DDoS attack against the official website of Poland,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
192,23-02-23,Russian Federation,Unknown,Campaign: Defacement operation against 32 Russian websites,Disinformation,Defacement,CH01,Possible,Ukraine
193,22-02-23,Russian Federation,Transportation,DDoS attack against the website of the transport branch of a Russian nickel mining company,Disruption,DDoS,Anonymous Italia,Possible,Italy
194,21-02-23,Russian Federation,Media,Cyberattack against Russian radio stations,Disinformation,Defacement,,Confirmed,No Nationality Found
195,21-02-23,Italy,Financial,Campaign: DDoS attacks against the website and subdomain of an Italian bank,Disruption,DDoS,NoName057(16),Possible,Russian Federation
196,21-02-23,Italy,Public administration,Campaign: DDoS attacks against the website and subdomain of an Italian ministry and the website of another Italian ministry,Disruption,DDoS,NoName057(16),Possible,Russian Federation
197,21-02-23,Italy,Energy,Campaign: DDoS attack against the website of an Italian energy company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
198,21-02-23,Portugal,Public administration,DDoS attack against the website of a Portuguese ministry,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
199,21-02-23,Sweden,Public administration,DDoS attack against the website of a Swedish tax agency,Disruption,DDoS,Russian Clay,Possible,Russian Federation
200,21-02-23,Denmark,Public administration,DDoS attack against a Danish city website,Disruption,DDoS,Cyber Cat,Possible,United States
201,21-02-23,Russian Federation,Transportation,DDoS attack against the website of a Russian gas transportation company,Disruption,DDoS,Anonymous Italia,Possible,Italy
202,21-02-23,Sweden,Public administration,DDoS attack against the website of a Swedish tax agency,Disruption,DDoS,Russian Hackers Community,Possible,Russian Federation
203,20-02-23,France,Public administration,Campaign: DDoS attacks against two French government websites,Disruption,DDoS,NoName057(16),Possible,Russian Federation
204,20-02-23,France,Professional / scientific,Campaign: DDoS attacks against the website and subdomain of a French research institute,Disruption,DDoS,NoName057(16),Possible,Russian Federation
205,20-02-23,France,Manufacturing,Campaign: DDoS attack against the website of a French naval industrial group,Disruption,DDoS,NoName057(16),Possible,Russian Federation
206,20-02-23,Russian Federation,Media,DDoS attacks against the website of a Russian television channel and a Russian online streaming platform,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
207,20-02-23,Ukraine,Unknown,Campaign: Phishing campaign reported by CERT-UA,Data,Cyberespionage / Malware,UAC-0050,Confirmed,Russian Federation
208,20-02-23,Sweden,Financial,DDoS attack against the website of a Swedish bank,Disruption,DDoS,Mirai,Possible,Russian Federation
209,19-02-23,Germany,Transportation,Campaign: DDoS attack against the website of a German airport,Disruption,DDoS,NoName057(16),Possible,Russian Federation
210,19-02-23,Germany,Manufacturing,"Campaign: DDoS attacks against the website and two subdomains of a German weapons manufacturer, the website of another German weapon manufacturer and the website of a German mechanical and plant engineering company.",Disruption,DDoS,NoName057(16),Possible,Russian Federation
211,19-02-23,Poland,Transportation,Campaign: DDoS attacks against the websites of seven Polish airports,Disruption,DDoS,NoName057(16),Possible,Russian Federation
212,19-02-23,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,Mirai,Possible,Russian Federation
213,19-02-23,Germany,Public administration,Campaign: DDoS attack against the website of a German ministry,Disruption,DDoS,NoName057(16),Possible,Russian Federation
214,19-02-23,Poland,Professional / scientific,DDoS attack against the website of a Polish academic agency.,Disruption,DDoS,Mirai,Possible,Russian Federation
215,19-02-23,Russian Federation,Mining,DDoS attack against the website of a Russian gold mining company,Disruption,DDoS,Anonymous Italia,Possible,Italy
216,18-02-23,Estonia,Transportation,DDoS attack against the website of an Estonian airport,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
217,18-02-23,Estonia,Financial,DDoS attack against the portal of the website of an Estonian insurance company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
218,18-02-23,Estonia,Public administration,DDoS attack against an Estonian government website,Disruption,DDoS,NoName057(16),Possible,Russian Federation
219,18-02-23,Sweden,Public administration,Campaign: DDoS attacks against the website and subdomain of two Swedish government agencies and the website of another Swedish government agency.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
220,18-02-23,Poland,Manufacturing,DDoS attack against the website of a Polish automotive industry association,Disruption,DDoS,Mirai,Possible,Russian Federation
221,18-02-23,Germany,Nonprofit,DDoS attack against the website of a German nonprofit.,Disruption,DDoS,Cyber Cat,Possible,United States
222,18-02-23,Russian Federation,ICT,DDoS attack against the website of a Russian computer systems support company,Disruption,DDoS,Anonymous Italia,Possible,Italy
223,17-02-23,Estonia,Financial,Campaign: DDoS attacks against the websites of two Estonian banks and one Estonian credit union.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
224,17-02-23,Estonia,Real estate,Campaign: DDoS attacks against the website of a Baltic Real Estate fund management and the website for one of its funds.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
225,17-02-23,Estonia,Transportation,Campaign: DDoS attack against the website of an Estonian railway company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
226,17-02-23,Japan,Transportation,DDoS attack against the subdomain of a Japanese rail transportation company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
227,17-02-23,Estonia,Transportation,DDoS attack against the website and subdomain of an Estonian airline,Disruption,DDoS,Furious Russian Hackers,Possible,Russian Federation
228,17-02-23,Russian Federation,Professional / scientific,DDoS attack against the website of a Russian metallurgy research institute,Disruption,DDoS,Anonymous Italia,Possible,Italy
229,16-02-23,Poland,Public administration,DDoS attack against a Polish government website,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
230,16-02-23,Poland,Public administration,Campaign: DDoS attack against the website of a Polish regional administrative court,Disruption,DDoS,NoName057(16),Possible,Russian Federation
231,16-02-23,Moldova,Public administration,DDoS attack against the Moldovan government website.,Disruption,DDoS,Phoenix,Possible,Ukraine
232,16-02-23,Poland,Energy,Campaign: DDoS attacks against the website and subdomain of a Polish energy company and the website of another Polish energy company.,Disruption,DDoS,NoName057(16),Possible,Russian Federation
233,16-02-23,Spain,Public administration,DDoS attack against a Spanish ministry website,Disruption,DDoS,Phoenix,Possible,Ukraine
234,16-02-23,Spain,Professional / scientific,Defacement operation against the website of a Spanish air quality control organization,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
235,16-02-23,Germany,Manufacturing,Defacement operation against the website of a German precision grinding company,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
236,16-02-23,Japan,Arts,DDoS attack against the website of a Japanese video game company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
237,16-02-23,Romania,Arts,Defacement operation against a Romanian digital studio website,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
238,16-02-23,Russian Federation,Mining,DDoS attack against the website of a Russian nickel and palladium mining and smelting company,Disruption,DDoS,Anonymous Italia,Possible,Italy
239,15-02-23,Lithuania,Transportation,Campaign: DDoS attack against the website of a Lithuanian airport,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
240,15-02-23,Lithuania,Public administration,Campaign: DDoS attacks against two Lithuanian government websites,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
241,15-02-23,Lithuania,Media,Campaign: DDoS attack against a Lithuanian medical news website.,Disruption,DDoS,National Hackers of Russia (HXP),Possible,Russian Federation
242,15-02-23,Slovakia,Public administration,DDoS attacks against the websites of two Slovakian ministries,Disruption,DDoS,NoName057(16),Possible,Russian Federation
243,15-02-23,Russian Federation,Energy,DDoS attack against the subdomain of a Russian gas company.,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
244,15-02-23,Russian Federation,Transportation,Campaign: DDoS attacks against the website and four subdomains of the Moscow metro.,Disruption,DDoS,StudentCyberArmy,Possible,Ukraine
245,15-02-23,Australia,Manufacturing,Defacement operation against an Australian printing company,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
246,15-02-23,Germany,Transportation,Campaign: DDoS attacks against the websites of six German airports,Disruption,DDoS,Anonymous Russia,Possible,Russian Federation
247,15-02-23,Australia,Arts,Defacement operation against an Australian event planning company,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
248,15-02-23,Japan,Transportation,DDoS attacks against three subdomains of a Japanese rail transportation company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
249,15-02-23,Lithuania,Administrative / Support,DDoS attack against a Lithuanian government platform,Disruption,DDoS,NoName057(16),Possible,Russian Federation
250,15-02-23,United Kingdom,Water,Defacement operation against the website of a British water treatment company.,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
251,15-02-23,Germany,Health,Defacement operation against a German cosmestics website,Disinformation,Defacement,Phoenix,Confirmed,Ukraine
252,15-02-23,Lithuania,Transportation,DDoS attack against the website of a Lithuanian shipping terminal,Disruption,DDoS,NoName057(16),Possible,Russian Federation
253,15-02-23,Russian Federation,Manufacturing,DDoS attack against the website of a Russian repair and construction company.,Disruption,DDoS,Anonymous Italia,Possible,Italy
254,14-02-23,Canada,ICT,DDoS attack against the Canadian domain of a multinational technology company.,Disruption,DDoS,Mirai,Possible,Russian Federation
255,14-02-23,Japan,Energy,Campaign: DDoS attack against the website of a Japanese energy company,Disruption,DDoS,NoName057(16),Possible,Russian Federation
256,14-02-23,Russian Federation,Financial,Cyberattack against a Russian payment application,Unknown,Unknown,IT Army of Ukraine,Possible,Ukraine
257,14-02-23,Russian Federation,ICT,Cyberattack against a Russian Internet service provider,Unknown,Unknown,IT Army of Ukraine,Possible,Ukraine
258,14-02-23,Poland,Public administration,DDoS attack against a Polish court website.,Disruption,DDoS,Netside Group,Possible,Russian Federation
259,14-02-23,Estonia,Public administration,DDoS attack against the website of an Estonian government agency,Disruption,DDoS,Netside Group,Possible,Russian Federation
