,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
9,13-02-23,Germany,Administrative / Support,DDoS attack against the website of a German security company,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
0,13-02-23,Ukraine,Nonprofit,DDoS attack against the website of a Ukrainian humanitarian fund,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
1,13-02-23,Sweden,Financial,DDoS attack against the website of a Swedish financial services group,Disruption,DDoS,Mirai,Possible,
2,13-02-23,Poland,Media,DDoS attack against a Polish news magazine website,Disruption,DDoS,NoName057(16),Possible,
3,13-02-23,Pakistan,Public administration,Hack and Leak operation against the police of a Pakistani province.,Data,Hack And Leak,Phoenix,Possible,
4,13-02-23,Latvia,Energy,DDoS attack against the website of a Latvian energy company,Disruption,DDoS,NoName057(16),Possible,
5,13-02-23,United States,Financial,DDoS attack against the website of a US regional pension fund,Disruption,DDoS,Mirai,Possible,
6,13-02-23,Japan,Public administration,DDoS attack against the subdomain of a Japanese ministry,Disruption,DDoS,NoName057(16),Possible,
7,13-02-23,United Kingdom,Administrative / Support,DDoS attack against the website of a British security company.,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
8,13-02-23,United States,ICT,DDoS attack against the subdomain of a US streaming media company,Disruption,DDoS,Mirai,Possible,
9,13-02-23,Latvia,Public administration,DDoS attack against the Latvian parliament website,Disruption,DDoS,NoName057(16),Possible,
0,13-02-23,Ukraine,Financial,DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,Netside Group,Possible,
1,13-02-23,Russian Federation,Administrative / Support,DDoS attack against the website of a Russian travel agency,Disruption,DDoS,Anonymous Italia,Possible,
2,12-02-23,Ukraine,Unknown,Campaign: Phishing campaign reported by CERT-UA,Data,Malware,UAC-0050,Confirmed,
3,12-02-23,Russian Federation,Arts,DDoS attack against the website of a Russian art studio,Disruption,DDoS,IT Army of Ukraine,Possible,
4,12-02-23,Japan,Financial,Campaign: DDoS attack against a subdomain of a Japanese financial holding company,Disruption,DDoS,NoName057(16),Possible,
5,12-02-23,Denmark,Financial,DDoS attack against a subdomain of a Danish bank,Disruption,DDoS,NoName057(16),Possible,
6,12-02-23,Denmark,Public administration,DDoS attacks against a Danish government website.,Disruption,DDoS,NoName057(16),Possible,
7,12-02-23,Japan,Manufacturing,Campaign: DDoS attacks against two subdomains of a website of a Japanese electronic technology developer,Disruption,DDoS,NoName057(16),Possible,
8,12-02-23,Russian Federation,Manufacturing,DDoS attack against the website of a Russian metal manufacturing company,Disruption,DDoS,Anonymous Italia,Possible,
9,11-02-23,Latvia,Transportation,Campaign: DDoS attacks against two subdomains of the website of a Latvian logistics company,Disruption,DDoS,NoName057(16),Possible,
0,11-02-23,Sweden,Public administration,Campaign: DDoS attacks the website and portal of a Swedish government agency,Disruption,DDoS,NoName057(16),Possible,
1,11-02-23,Lithuania,Transportation,DDoS attack against the website of a Lithuanian airport federation,Disruption,DDoS,NoName057(16),Possible,
2,11-02-23,Sweden,ICT,Campaign: DDoS attack against the subdomain of a Swedish information technology company,Disruption,DDoS,NoName057(16),Possible,
3,11-02-23,Latvia,Administrative / Support,Campaign: DDoS attack against the website of a Latvian public utilities commission,Disruption,DDoS,NoName057(16),Possible,
4,11-02-23,Lithuania,Energy,DDoS attack against the website of a Lithuanian energy company,Disruption,DDoS,NoName057(16),Possible,
5,11-02-23,Poland,Nonprofit,DDoS attack against the website of a Polish nonprofit,Disruption,DDoS,Cyber Cat,Possible,
6,11-02-23,Estonia,Nonprofit,DDoS attack against the website of an Estonian nonprofit.,Disruption,DDoS,Cyber Cat,Possible,
7,11-02-23,Russian Federation,Trade,DDoS attack against the website of a Russian shopping centre,Disruption,DDoS,Anonymous Italia,Possible,
8,10-02-23,Lithuania,Transportation,"Campaign: DDoS attacks against the websites of three Lithuanian airports, one Lithuanian ferry service and one Lithuanian port",Disruption,DDoS,NoName057(16),Possible,
9,10-02-23,Bulgaria,Public administration,DDoS attack against a Bulgarian government website,Disruption,DDoS,National Hackers of Russia (HXP),Confirmed,
0,10-02-23,Poland,Public administration,DDoS attacks against a Polish government website and a Polish government platform,Disruption,DDoS,NoName057(16),Possible,
1,10-02-23,Sweden,Public administration,DDoS attack against the website of a Swedish government agency,Disruption,DDoS,NoName057(16),Possible,
2,09-02-23,Latvia,Trade,DDoS attack against a Latvian online shopping website,Disruption,DDoS,Anonymous Russia,Possible,
3,09-02-23,Sweden,Financial,Campaign: DDoS attack against the website of a Swedish B2B online directory.,Disruption,DDoS,NoName057(16),Possible,
4,09-02-23,United States,ICT,DDoS attack against a subdomain of a US web services provider.,Disruption,DDoS,Mirai,Possible,
5,09-02-23,Luxembourg,ICT,DDoS attack against the website and subdomain of a telecommunications application.,Disruption,DDoS,Anonymous Russia,Possible,
6,09-02-23,Sweden,Public administration,Campaign: DDoS attacks against the websites of two Swedish government agencies,Disruption,DDoS,NoName057(16),Possible,
7,09-02-23,Germany,Media,DDoS attack against a German social networking website,Disruption,DDoS,KillNet,Possible,
8,09-02-23,Poland,Public administration,DDoS attacks against the website and subdomain of a Polish government committee,Disruption,DDoS,NoName057(16),Possible,
9,09-02-23,Sweden,ICT,Campaign: DDoS attacks against the website and two subdomains of a Swedish post and telecommunications agency,Disruption,DDoS,NoName057(16),Possible,
0,08-02-23,Poland,Administrative / Support,Campaign: DDoS attack against the Polish website of an information services company.,Disruption,DDoS,Mirai,Possible,
1,08-02-23,United Kingdom,Energy,Campaign: DDoS attacks against the website and two subdomains of one British energy company and the website of another British energy company,Disruption,DDoS,NoName057(16),Possible,
2,08-02-23,Poland,Professional / scientific,Campaign: DDoS attacks against two Polish legal services website,Disruption,DDoS,Mirai,Possible,
3,08-02-23,Poland,Administrative / Support,Campaign: DDoS attack against a Polish government website,Disruption,DDoS,Mirai,Possible,
4,08-02-23,Germany,ICT,DDoS attack against the website of a German Internet services provider,Disruption,DDoS,Netside Group,Possible,
5,08-02-23,Sweden,Professional / scientific,Campaign: DDoS attacks against the website and subdomain of a Swedish research institute,Disruption,DDoS,NoName057(16),Possible,
6,08-02-23,Sweden,Media,Campaign: DDoS attack against the subdomain of a Swedish news agency,Disruption,DDoS,NoName057(16),Possible,
7,08-02-23,Estonia,Manufacturing,DDoS attack against the website of an Estonian robotic vehicle manufacturer,Disruption,DDoS,Netside Group,Possible,
8,08-02-23,Latvia,Public administration,DDoS attack against the website of Latvia's parliament,Disruption,DDoS,Netside Group,Possible,
9,08-02-23,Russian Federation,Energy,DDoS attack against the website of a Russian electricity company,Disruption,DDoS,Anonymous Italia,Possible,
0,07-02-23,Austria,ICT,Campaign: DDoS attack against the website of an Austrain telecommunications company,Disruption,DDoS,NoName057(16),Possible,
1,07-02-23,Germany,ICT,Campaign: DDoS attack against the website of a German Internet exchange point.,Disruption,DDoS,Bear IT Army,Possible,
2,07-02-23,Sweden,Trade,DDoS attack against the online customer forum of a Swedish alcohol seller,Disruption,DDoS,NoName057(16),Possible,
3,07-02-23,Germany,Manufacturing,Campaign: DDoS attack against the website of a German small arms manufacturer,Disruption,DDoS,Bear IT Army,Possible,
4,07-02-23,Sweden,ICT,DDoS attack against the subdomain of a Swedish telecommunications company,Disruption,DDoS,NoName057(16),Possible,
5,07-02-23,Germany,Media,Campaign: DDoS attack against the website of a German media,Disruption,DDoS,Bear IT Army,Possible,
6,07-02-23,Austria,Energy,Campaign: DDoS attack against the portal of an Austrian energy company,Disruption,DDoS,NoName057(16),Possible,
7,07-02-23,Austria,Public administration,Campaign: DDoS attacks against one Austrian government website and one Austrian government platform,Disruption,DDoS,NoName057(16),Possible,
8,07-02-23,United States,Financial,DDoS attack against the website of a US bank,Disruption,DDoS,Mirai,Possible,
9,07-02-23,Germany,Manufacturing,DDoS attack against the website of a German automobile manufacturer,Disruption,DDoS,Mirai,Possible,
0,07-02-23,Ukraine,Unknown,Campaign: New information stealing malware deployed against targets in Ukraine,Data,Malware,DEV-0586,Probable,
1,06-02-23,United States,Public administration,DDoS attack against the website of a US government agency,Disruption,DDoS,Anonymous Sudan,Possible,
2,06-02-23,Germany,Health,Campaign: DDoS attacks against the websites of three German suicide help centers,Disruption,DDoS,Phoenix,Possible,
3,06-02-23,Latvia,Energy,DDoS attack against the website of a Latvian energy company,Disruption,DDoS,NoName057(16),Possible,
4,06-02-23,United States,Financial,DDoS attack against the website of a US bank,Disruption,DDoS,Mirai,Possible,
5,06-02-23,Ukraine,Financial,Campaign: DDoS attacks against the websites of two Ukrainian banks and one Ukrainian financial and investment portal,Disruption,DDoS,Mirai,Possible,
6,06-02-23,United States,ICT,DDoS attacks against the websites of a US video live streaming service and the subdomain of a US web services provider.,Disruption,DDoS,Mirai,Possible,
7,06-02-23,Poland,Public administration,DDoS attack against the subdomain of the website of a Polish ministry,Disruption,DDoS,NoName057(16),Possible,
8,06-02-23,France,Financial,DDoS attack against the website of a French accounting platform,Disruption,DDoS,Mirai,Possible,
9,06-02-23,Sweden,Transportation,Campaign: DDoS attack against the portal of a Swedish automobile manufacturer,Disruption,DDoS,NoName057(16),Possible,
0,06-02-23,United States,ICT,DDoS attack against the website of a US cybersecurity provider,Disruption,DDoS,Anonymous Sudan,Possible,
1,06-02-23,United States,ICT,DDoS attack against the website of a US technology company's online content management,Disruption,DDoS,Netside Group,Possible,
2,06-02-23,Latvia,Financial,DDoS attack against the website of a Latvian financial institution,Disruption,DDoS,NoName057(16),Possible,
3,06-02-23,Sweden,ICT,Campaign: DDoS attacks against the website and portal of a Swedish technology company,Disruption,DDoS,NoName057(16),Possible,
4,06-02-23,Russian Federation,Energy,DDoS attack against the website of a Russian gas company,Disruption,DDoS,Anonymous Italia,Possible,
5,05-02-23,Ukraine,Public administration,Campaign: Cyberespionage campaign against Ukrainian public administrations,Data,Cyberespionage,UAC-0050,Confirmed,
6,05-02-23,Ukraine,Media,DDoS attack against the website of a Ukrainian newspaper,Disruption,DDoS,Russian Hackers Team,Possible,
7,04-02-23,Ukraine,Nonprofit,DDoS attack against the website of a Ukrainian non-profit Union,Disruption,DDoS,People's CyberArmy,Possible,
8,04-02-23,Lithuania,Transportation,DDoS attack against the website of a Lithuanian logisitics company,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
9,04-02-23,Ukraine,Education,Campaign: DDoS attacks against six Ukrainian academic institutions,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
0,04-02-23,Ukraine,Financial,Campaign: DDoS attack against the website of a Ukrainian bank,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
1,04-02-23,Ukraine,Trade,DDoS attack against the website of a Ukrainian trading company,Disruption,DDoS,People's CyberArmy,Possible,
2,04-02-23,Ukraine,Agriculture,DDoS attack against the website of a Ukrainian consulting agency,Disruption,DDoS,Russian Hackers Team,Possible,
3,04-02-23,Poland,Public administration,DDoS attack against the website of the Polish police,Disruption,DDoS,National Hackers of Russia (HXP),Possible,
4,04-02-23,Poland,Public administration,DDoS attack against the website of the President of Poland,Disruption,DDoS,Russian Hackers Team,Possible,
5,04-02-23,Moldova,Media,DDoS attack against the website of a Moldovan media company,Disruption,DDoS,Russian Hackers Team,Possible,
